Id,Name,Address,City,State,Zip,Phone,County,Type,Lowest Grade,Highest Grade
101238,WALNUT MIDDLE SCHOOL,PO BOX 528,WALNUT,IA,51577,(712) 784-3615,POTTAWATTAMIE COUNTY,Public,6,8
101237,WALNUT HILLS ELEMENTARY,4240 NW 156TH ST,URBANDALE,IA,50323,(515) 987-3585,DALLAS COUNTY,Public,PK,5
101236,WALNUT HIGH SCHOOL,PO BOX 528,WALNUT,IA,51577,(712) 784-3615,POTTAWATTAMIE COUNTY,Public,9,12
101235,WALNUT GROVE ELEMENTARY SCHOOL,2920 AVE J,COUNCIL BLUFFS,IA,51501,(712) 328-6525,POTTAWATTAMIE COUNTY,Public,PK,5
101234,WALNUT ELEMENTARY SCHOOL,PO BOX 528,WALNUT,IA,51577,(712) 784-3615,POTTAWATTAMIE COUNTY,Public,PK,5
101233,WALNUT CREEK CAMPUS,815 8TH STREET,WEST DES MOINES,IA,50265,(515) 633-6400,POLK COUNTY,Public,9,12
101232,WALKER ELEMENTARY CENTER,PO BOX 8,WALKER,IA,52352,(319) 448-4325,LINN COUNTY,Public,PK,5
101231,WALCOTT INTERMEDIATE,545 E JAMES ST,WALCOTT,IA,52773,(563) 284-6253,SCOTT COUNTY,Public,6,8
101230,WALCOTT ELEMENTARY SCHOOL,545 E JAMES ST,WALCOTT,IA,52773,(563) 284-6253,SCOTT COUNTY,Public,KG,5
101229,WACO JUNIOR/SENIOR HIGH SCHOOL,PO BOX 158,WAYLAND,IA,52654,(319) 256-6200,HENRY COUNTY,Public,7,12
101228,WACO ELEMENTARY SCHOOL,P.O. BOX 158,CRAWFORDSVILLE,IA,52621,(319) 658-2931,WASHINGTON COUNTY,Public,PK,6
101227,VIRGIL GRISSOM ELEMENTARY SCHOOL,500 LOST GROVE RD,PRINCETON,IA,52768,(563) 289-4404,SCOTT COUNTY,Public,PK,6
101226,VIOLA GIBSON ELEMENTARY SCHOOL,6101 GIBSON DR NE,CEDAR RAPIDS,IA,52411,(319) 558-2920,LINN COUNTY,Public,PK,5
101225,VINTON-SHELLSBURG MIDDLE SCHOOL,212 W. 15TH ST.,VINTON,IA,52349,(319) 436-4728,BENTON COUNTY,Public,6,8
101224,VINTON-SHELLSBURG HIGH SCHOOL,210 W. 21ST ST.,VINTON,IA,52349,(319) 436-4728,BENTON COUNTY,Public,9,12
101223,VILLISCA COMMUNITY HIGH SCHOOL,406 EAST THIRD STREET,VILLISCA,IA,50864,(712) 826-2552,MONTGOMERY COUNTY,Public,6,12
101222,VERNON MIDDLE SCHOOL,1301 5TH AVE,MARION,IA,52302,(319) 377-9401,LINN COUNTY,Public,6,8
101221,VENTURA JR-SR HIGH SCHOOL,BOX 18,VENTURA,IA,50482,(641) 829-4484,CERRO GORDO COUNTY,Public,7,12
101220,VENTURA ELEMENTARY SCHOOL,BOX 18,VENTURA,IA,50482,(641) 829-4482,CERRO GORDO COUNTY,Public,KG,6
101219,VAN METER JR-SR HIGH SCHOOL,PO BOX 257,VAN METER,IA,50261,(515) 996-2221,DALLAS COUNTY,Public,7,12
101218,VAN METER ELEMENTARY SCHOOL,PO BOX 257,VAN METER,IA,50261,(515) 996-2221,DALLAS COUNTY,Public,KG,6
101217,VAN HORNE ELEMENTARY SCHOOL,P.O. BOX 70,VAN HORNE,IA,52346,(319) 228-8701,BENTON COUNTY,Public,PK,2
101216,VAN BUREN MIDDLE SCHOOL,P.O. BOX 120,STOCKPORT,IA,52651,(319) 796-4414,VAN BUREN COUNTY,Public,6,8
101215,VAN BUREN ELEMENTARY SCHOOL,2525 29TH ST SW,CEDAR RAPIDS,IA,52404,(319) 558-2377,LINN COUNTY,Public,PK,5
101214,VAN BUREN ELEMENTARY SCHOOL,14574 JEFFERSON ST,DOUDS,IA,52551,(641) 936-4321,VAN BUREN COUNTY,Public,KG,6
101213,VAN BUREN JUNIOR/SENIOR HIGH SCHOOL,405 4TH ST,KEOSAUQUA,IA,52565,(319) 293-3183,VAN BUREN COUNTY,Public,7,12
101212,VAN ALLEN ELEMENTARY SCHOOL,1129 ASHLAND,CHARITON,IA,50049,(641) 774-5047,LUCAS COUNTY,Public,3,5
101211,VAN ALLEN ELEMENTARY SCHOOL,801 E HENRY,MOUNT PLEASANT,IA,52641,(319) 385-7771,HENRY COUNTY,Public,PK,5
101210,VALLEY SOUTHWOODS,625 S 35TH ST,WEST DES MOINES,IA,50265,(515) 633-4500,POLK COUNTY,Public,9,9
101209,VALLEY HIGH SCHOOL,3650 WOODLAND AVE,WEST DES MOINES,IA,50266,(515) 633-4000,POLK COUNTY,Public,10,12
101208,VALLEY HIGH SCHOOL,23493 CANOE RD,ELGIN,IA,52141,(563) 426-5551,FAYETTE COUNTY,Public,7,12
101207,VALLEY ELEMENTARY,23493 CANOE RD,ELGIN,IA,52141,(563) 426-5891,FAYETTE COUNTY,Public,PK,6
101206,VALERIUS ELEMENTARY SCHOOL,3305 92ND STREET,URBANDALE,IA,50322,(515) 457-6500,POLK COUNTY,Public,1,5
101205,VAIL ELEMENTARY SCHOOL,108 CLINTON ST,WESTSIDE,IA,51467,(712) 677-2236,CRAWFORD COUNTY,Public,PK,2
101204,URBANDALE MIDDLE SCHOOL,7701 AURORA AVENUE,URBANDALE,IA,50322,(515) 457-6600,POLK COUNTY,Public,6,8
101203,URBANDALE HIGH SCHOOL,7111 AURORA AVENUE,URBANDALE,IA,50322,(515) 457-6800,POLK COUNTY,Public,9,12
101202,UNITY ELEMENTARY SCHOOL,1901 UNITY AVENUE,SIOUX CITY,IA,51105,(712) 279-6839,WOODBURY COUNTY,Public,PK,5
101201,UNITED COMMUNITY SOUTH,1284 U AVE,BOONE,IA,50036,(515) 432-5319,BOONE COUNTY,Public,2,6
101200,UNITED COMMUNITY NORTH,1284 U AVE,BOONE,IA,50036,(515) 432-5393,BOONE COUNTY,Public,PK,1
101199,UNION MIDDLE SCHOOL,505 WEST,DYSART,IA,52224,(319) 476-5100,TAMA COUNTY,Public,6,8
101198,UNION HIGH SCHOOL,200 ADAMS ST,LA PORTE CITY,IA,50651,(319) 342-2697,BLACK HAWK COUNTY,Public,9,12
101197,UNDERWOOD MIDDLE SCHOOL,P.O. BOX 130,UNDERWOOD,IA,51576,(712) 566-2332,POTTAWATTAMIE COUNTY,Public,6,8
101196,UNDERWOOD HIGH SCHOOL,P.O. BOX 130,UNDERWOOD,IA,51576,(712) 566-2703,POTTAWATTAMIE COUNTY,Public,9,12
101195,UNDERWOOD ELEMENTARY SCHOOL,P.O. BOX 160,UNDERWOOD,IA,51576,(712) 566-2326,POTTAWATTAMIE COUNTY,Public,PK,5
101194,Twin Rivers Elementary,PO BOX 121,BODE,IA,50519,(515) 379-1309,HUMBOLDT COUNTY,Public,3,5
101193,GILMORE CITY-BRADGATE MS,402 SE E AVE,GILMORE CITY,IA,50541,(515) 373-6124,HUMBOLDT COUNTY,Public,6,8
101192,3-5 ELEMENTARY SCHOOL LINCOLN STREET BUILDING,P. O. BOX 384,DENVER,IA,50622,(319) 984-5611,BREMER COUNTY,Public,3,5
101191,A-H-S-T ELEMENTARY SCHOOL,P.O. BOX 398,AVOCA,IA,51521,(712) 343-6364,POTTAWATTAMIE COUNTY,Public,PK,6
101190,A-H-S-T HIGH SCHOOL,BOX 158,AVOCA,IA,51521,(712) 343-6304,POTTAWATTAMIE COUNTY,Public,7,12
101189,I-35 PRE-SCHOOL,PO BOX 170,TRURO,IA,50257,(641) 765-4901,MADISON COUNTY,Public,PK,PK
101188,ABBIE SAWYER ELEMENTARY SCHOOL,4316 ONTARIO ST,AMES,IA,50010,(515) 239-3790,STORY COUNTY,Public,KG,5
101187,ABRAHAM LINCOLN HIGH SCHOOL,1205 BONHAM AVE,COUNCIL BLUFFS,IA,51503,(712) 328-6481,POTTAWATTAMIE COUNTY,Public,9,12
101186,ADAIR-CASEY ELEMENTARY SCHOOL,3384 INDIGO AVE.,ADAIR,IA,50002,(641) 746-2242,GUTHRIE COUNTY,Public,PK,6
101185,ADAIR-CASEY JR-SR HIGH SCHOOL,3384 INDIGO AVE,ADAIR,IA,50002,(641) 746-2241,GUTHRIE COUNTY,Public,7,12
101184,ADAMS ELEMENTARY SCHOOL,1026 N ADAMS ST,CARROLL,IA,51401,(712) 792-8040,CARROLL COUNTY,Public,4,5
101183,ADAMS ELEMENTARY SCHOOL,3029 N DIVISION,DAVENPORT,IA,52804,(563) 391-6563,SCOTT COUNTY,Public,KG,5
101182,ADM 6-7 MIDDLE SCHOOL,215 N 11TH,ADEL,IA,50003,(515) 993-4778,DALLAS COUNTY,Public,6,7
101181,ADM 8-9 MIDDLE SCHOOL,801 NILE KINNICK DR S,ADEL,IA,50003,(515) 993-3490,DALLAS COUNTY,Public,8,9
101180,AMD ELEMENTARY SCHOOL,1608 GROVE ST.,ADEL,IA,50003,(515) 993-4285,DALLAS COUNTY,Public,PK,2
101179,ADM SENIOR HIGH SCHOOL,801 NILE KINNICK DR S,ADEL,IA,50003,(515) 993-4584,DALLAS COUNTY,Public,10,12
101178,AGASSIZ ELEMENTARY SCHOOL,608 E WILLIAMS,OTTUMWA,IA,52501,(641) 684-7179,WAPELLO COUNTY,Public,PK,5
101177,AGWSR ELEMENTARY SCHOOL,511 STATE ST.,ACKLEY,IA,50601,(641) 847-2611,HARDIN COUNTY,Public,KG,3
101176,AGWSR HIGH SCHOOL,918 4TH AVENUE,ACKLEY,IA,50601,(641) 847-2633,HARDIN COUNTY,Public,9,12
101175,AGWSR MIDDLE SCHOOL,P.O. BOX 188,WELLSBURG,IA,50680,(641) 869-5121,GRUNDY COUNTY,Public,4,8
101174,AINSWORTH ELEMENTARY SCHOOL,BOX 220,AINSWORTH,IA,52201,(319) 657-3151,WASHINGTON COUNTY,Public,PK,5
101173,AKRON WESTFIELD ELEMENTARY SCHOOL,P.O. BOX 950,AKRON,IA,51001,(712) 568-3322,PLYMOUTH COUNTY,Public,PK,5
101172,AKRON WESTFIELD MIDDLE SCHOOL,P.O. BOX 950,AKRON,IA,51001,(712) 568-2020,PLYMOUTH COUNTY,Public,6,8
101171,AKRON WESTFIELD SENIOR HIGH SCHOOL,BOX 950,AKRON,IA,51001,(712) 568-2020,PLYMOUTH COUNTY,Public,9,12
101170,ALAN SHEPARD ELEMENTARY SCHOOL,220 WEST GROVE ST.,LONG GROVE,IA,52756,(563) 285-8041,SCOTT COUNTY,Public,PK,6
101169,ALBERT CITY-TRUESDALE ELEMENTARY SCHOOL,BOX 98,ALBERT CITY,IA,50510,(712) 843-5416,BUENA VISTA COUNTY,Public,3,6
101168,ALBIA HIGH SCHOOL,503 B AVE EAST,ALBIA,IA,52531,(641) 932-2161,MONROE COUNTY,Public,7,12
101167,ALBIA MIDDLE SCHOOL,505 C AVE E,ALBIA,IA,52531,(641) 932-2161,MONROE COUNTY,Public,7,8
101166,ALBURNETT ELEMENTARY SCHOOL,P. O. BOX 400,ALBURNETT,IA,52202,(319) 842-2261,LINN COUNTY,Public,KG,6
101165,ALBURNETT JUNIOR-SENIOR HIGH SCHOOL,P. O. BOX 400,ALBURNETT,IA,52202,(319) 842-2263,LINN COUNTY,Public,7,12
101164,ALDEN ELEMENTARY SCHOOL,P.O. BOX 48,ALDEN,IA,50006,(515) 859-3394,HARDIN COUNTY,Public,PK,6
101163,ALGONA HIGH SCHOOL,600 S HALE,ALGONA,IA,50511,(515) 295-7207,KOSSUTH COUNTY,Public,9,12
101162,ALLAMAKEE JUNIOR HIGH SCHOOL,1059 3RD AVE NW,WAUKON,IA,52172,(563) 568-6321,ALLAMAKEE COUNTY,Public,7,8
101161,ALLAMAKEE LEARNING CENTER,12 E. MAIN,WAUKON,IA,52172,(563) 568-3842,ALLAMAKEE COUNTY,Public,9,12
101160,ALLISON ELEM. BUILDING,P.O. BOX 428,ALLISON,IA,50602,(319) 267-2212,BUTLER COUNTY,Public,PK,4
101159,ALTA 5-8 MIDDLE SCHOOL,1009 MAIN ST,ALTA,IA,51002,(712) 200-1401,BUENA VISTA COUNTY,Public,5,8
101158,ALTA ELEMENTARY,1009 MAIN ST,ALTA,IA,51002,(712) 200-1400,BUENA VISTA COUNTY,Public,3,5
101157,ALTA AURELIA HS,101 W 5TH ST,ALTA,IA,51002,(712) 200-1331,BUENA VISTA COUNTY,Public,9,12
101156,ALTERNATIVE HIGH SCHOOL CLARINDA COMM. SCHOOL,P.O. BOX 59,CLARINDA,IA,51632,(712) 542-5165,PAGE COUNTY,Public,9,12
101155,ALTERNATIVE SCHOOL,19 N. ILLINOIS AVE.,MASON CITY,IA,50401,(641) 421-4426,CERRO GORDO COUNTY,Public,9,12
101154,ALTERNTIVE LEARNING CENT,PO BOX 150,WELLMAN,IA,52356,(319) 646-6096,WASHINGTON COUNTY,Public,9,12
101153,ALTOONA ELEMENTARY SCHOOL,301 6TH ST SW,ALTOONA,IA,50009,(515) 967-3771,POLK COUNTY,Public,KG,6
101152,AMANA ELEMENTARY SCHOOL,3023 220TH TRAIL,AMANA,IA,52203,(319) 622-3255,IOWA COUNTY,Public,PK,5
101151,AMES HIGH SCHOOL,1921 AMES HIGH DRIVE,AMES,IA,50010,(515) 817-0600,STORY COUNTY,Public,9,12
101150,AMES MIDDLE SCHOOL,3915 MORTENSEN ROAD,AMES,IA,50014,(515) 268-2400,STORY COUNTY,Public,6,8
101149,ANAMOSA HIGH SCHOOL,209 SADIE ST,ANAMOSA,IA,52205,(319) 462-3594,JONES COUNTY,Public,9,12
101148,ANDERSON ELEMENTARY SCHOOL,400 GARFIELD ST. SW,BONDURANT,IA,50035,(515) 967-7494,POLK COUNTY,Public,PK,6
101147,ANDREW ELEMENTARY SCHOOL,BOX 230,ANDREW,IA,52030,(563) 672-3221,JACKSON COUNTY,Public,PK,6
101146,ANDREW HIGH SCHOOL,P.O. BOX 230,ANDREW,IA,52030,(563) 672-3221,JACKSON COUNTY,Public,7,12
101145,ANITA ELEMENTARY SCHOOL,709 MCINTYRE DR,ANITA,IA,50020,(712) 762-3231,CASS COUNTY,Public,PK,5
101144,ANKENY HIGH SCHOOL,1302 N ANKENY BLVD,ANKENY,IA,50023,(515) 965-9630,POLK COUNTY,Public,10,12
101143,ANSON ELEMENTARY SCHOOL,1016 S 3RD AVE,MARSHALLTOWN,IA,50158,(641) 754-1020,MARSHALL COUNTY,Public,KG,4
101142,ANTHON ELEMENTARY SCHOOL,P.O. BOX E,ANTHON,IA,51004,(712) 373-5244,WOODBURY COUNTY,Public,PK,5
101141,MAPLE VALLEY-ANTHON-OTO- MIDDLE SCHOOL,P.O. BOX E,ANTHON,IA,51004,(712) 373-5244,WOODBURY COUNTY,Public,6,8
101140,APLINGTON / PARKERSBURG MIDDLE SCHOOL,215 10TH ST,APLINGTON,IA,50604,(319) 347-6621,BUTLER COUNTY,Public,6,8
101139,APLINGTON ELEMENTARY SCHOOL,215 10TH ST,APLINGTON,IA,50604,(319) 347-6621,BUTLER COUNTY,Public,KG,5
101138,APLINGTON PARKERSBURG HIGH SCHOOL,610 N JOHNSON ST,PARKERSBURG,IA,50665,(319) 346-1571,BUTLER COUNTY,Public,9,12
101137,APPANOOSE COUNTY ALTERNATIVE HIGH SCHOOL,BOX 370,CENTERVILLE,IA,52544,(641) 856-0890,APPANOOSE COUNTY,Public,9,12
101136,APPLE PRE-SCHOOL SHEFFIELD,P.O. BOX 617,SHEFFIELD,IA,50475,(641) 892-4069,FRANKLIN COUNTY,Public,PK,PK
101135,AR-WE-VA ELEMENTARY COMMUNITY SCHOOL,108 CLINTON ST,WESTSIDE,IA,51467,(712) 689-2227,CARROLL COUNTY,Public,3,5
101134,ARMSTRONG-RINGSTED ELEMENTARY SCHOOL,PO BOX 218,RINGSTED,IA,50578,(712) 866-0191,EMMET COUNTY,Public,PK,3
101133,ARMSTRONG-RINGSTED NORTH UNION HS,PO BOX 75,ARMSTRONG,IA,50514,(712) 868-3542,EMMET COUNTY,Public,9,12
101132,ARTHUR ELEMENTARY SCHOOL,2630 B AVE NE,CEDAR RAPIDS,IA,52402,(319) 558-2264,LINN COUNTY,Public,PK,5
101131,ASHLAND RIDGE ELEMENTARY,2600 NW ASH DRIVE,ANKENY,IA,50023,(515) 965-9594,POLK COUNTY,Public,PK,5
101130,ASSURE CENTER ALTERNATIVE SCHOOL,105 WESTVIEW DR,WASHINGTON,IA,52353,(319) 653-7378,WASHINGTON COUNTY,Public,9,12
101129,ATKINS ELEMENTARY SCHOOL,217 4TH AVE,ATKINS,IA,52206,(319) 446-7525,BENTON COUNTY,Public,PK,4
101128,ATLANTIC HIGH SCHOOL,1201 EAST 14TH ST,ATLANTIC,IA,50022,(712) 243-5358,CASS COUNTY,Public,9,12
101127,ATLANTIC MIDDLE SCHOOL,1100 LINN ST,ATLANTIC,IA,50022,(712) 243-1330,CASS COUNTY,Public,6,8
101126,AUDUBON ELEMENTARY SCHOOL,600 TRACY ST,AUDUBON,IA,50025,(712) 563-3751,AUDUBON COUNTY,Public,PK,4
101125,AUDUBON ELEMENTARY SCHOOL,605 LINCOLN AVE,DUBUQUE,IA,52001,(563) 552-3300,DUBUQUE COUNTY,Public,KG,5
101124,AUDUBON MIDDLE-HIGH SCHOOL,800 3RD AVE,AUDUBON,IA,50025,(712) 563-2607,AUDUBON COUNTY,Public,5,12
101123,AURELIA ELEMENTARY SCHOOL,300 ASH ST,AURELIA,IA,51005,(712) 434-5595,CHEROKEE COUNTY,Public,PK,4
101122,AURELIA HIGH SCHOOL,PO BOX 367,AURELIA,IA,51005,(712) 434-5595,CHEROKEE COUNTY,Public,9,12
101121,AURELIA MIDDLE SCHOOL,PO BOX 367,AURELIA,IA,51005,(712) 434-5595,CHEROKEE COUNTY,Public,5,8
101120,AURORA HEIGHTS ELEMENTARY SCHOOL,310 E 23RD ST SO,NEWTON,IA,50208,(641) 792-7324,JASPER COUNTY,Public,KG,6
101119,B R MILLER MIDDLE SCHOOL,125 S 11TH ST,MARSHALLTOWN,IA,50158,(641) 754-1110,MARSHALL COUNTY,Public,7,8
101118,BAILEY PARK ELEMENTARY SCHOOL,210 8TH AVE,GRINNELL,IA,50112,(641) 236-2770,POWESHIEK COUNTY,Public,KG,2
101117,BALLARD COMMUNITY JUNIOR HIGH SCHOOL,PO BOX 307,HUXLEY,IA,50124,(515) 597-2971,STORY COUNTY,Public,7,8
101116,BALLARD COMMUNITY SENIOR HIGH SCHOOL,PO BOX 307,HUXLEY,IA,50124,(515) 597-2971,STORY COUNTY,Public,9,12
101115,BASICS AND BEYOND ALTERNATIVE SCHOOL,600 N 2ND AVE WEST,NEWTON,IA,50208,(641) 791-0700,JASPER COUNTY,Public,10,12
101114,BATTLE CREEK-IDA GROVE INTERMEDIATE SCHOOL,600 CHESTNUT,BATTLE CREEK,IA,51006,(712) 365-4354,IDA COUNTY,Public,4,6
101113,OA-BCIG HIGH SCHOOL,900 JOHN MONTGOMERY DR,IDA GROVE,IA,51445,(712) 364-3371,IDA COUNTY,Public,9,12
101112,BAXTER ELEMENTARY SCHOOL,BOX 189,BAXTER,IA,50028,(641) 227-3102,JASPER COUNTY,Public,KG,6
101111,BAXTER JUNIOR-SENIOR HIGH SCHOOL,BOX 189,BAXTER,IA,50028,(641) 227-3103,JASPER COUNTY,Public,7,12
101110,BCIG ELEMENTARY SCHOOL,403 BARNES ST,IDA GROVE,IA,51445,(712) 364-2360,IDA COUNTY,Public,PK,3
101109,BCLUW ELEMENTARY SCHOOL,PO BOX 670,CONRAD,IA,50621,(641) 366-2811,GRUNDY COUNTY,Public,KG,4
101108,BCLUW HIGH SCHOOL,PO BOX 670,CONRAD,IA,50621,(641) 366-2810,GRUNDY COUNTY,Public,9,12
101107,BCLUW MIDDLE SCHOOL,PO BOX 10,UNION,IA,50258,(641) 486-5371,HARDIN COUNTY,Public,5,8
101106,BEAVER CREEK ELEM SCHOOL,PO BOX 10,JOHNSTON,IA,50131,(515) 278-6228,POLK COUNTY,Public,PK,5
101105,BEDFORD ELEMENTARY SCHOOL,PO BOX 234,BEDFORD,IA,50833,(712) 523-2116,TAYLOR COUNTY,Public,PK,5
101104,BEDFORD HIGH SCHOOL,P.O. BOX 234,BEDFORD,IA,50833,(712) 523-2656,TAYLOR COUNTY,Public,6,12
101103,BELLE PLAINE SENIOR HIGH SCHOOL,610 13TH AVE SOUTH,BELLE PLAINE,IA,52208,(319) 444-3720,BENTON COUNTY,Public,9,12
101102,BELLEVUE ELEMENTARY SCHOOL,100 SOUTH 3RD STREET,BELLEVUE,IA,52031,(563) 872-4003,JACKSON COUNTY,Public,PK,5
101101,BELLEVUE HIGH SCHOOL,1601 STATE ST,BELLEVUE,IA,52031,(563) 872-4001,JACKSON COUNTY,Public,6,12
101100,BELMOND-KLEMME ALTERNATIVE SCHOOL,503 4TH ST. NE,BELMOND,IA,50421,(641) 444-4300,WRIGHT COUNTY,Public,9,12
101099,BELMOND-KLEMME COMMUNITY JR-SR HIGH SCHOOL,411 10TH AVE NE,BELMOND,IA,50421,(641) 444-4300,WRIGHT COUNTY,Public,7,12
101098,BELMOND-KLEMME ELEMENTARY,1004 SEVENTH STREET NE,BELMOND,IA,50421,(641) 444-4300,WRIGHT COUNTY,Public,PK,6
101097,BENNETT ELEMENTARY SCHOOL,BOX D,BENNETT,IA,52721,(563) 890-2226,CEDAR COUNTY,Public,KG,6
101096,BENTON COMMUNITY MIDDLE SCHOOL,P.O. BOX 70,VAN HORNE,IA,52346,(319) 228-8701,BENTON COUNTY,Public,7,8
101095,BENTON COMMUNITY SENIOR HIGH SCHOOL,P.O. BOX 70,VAN HORNE,IA,52346,(319) 228-8701,BENTON COUNTY,Public,9,12
101094,BERG ELEMENTARY SCHOOL,1900 N 5TH AVE EAST,NEWTON,IA,50208,(641) 792-7742,JASPER COUNTY,Public,KG,6
101093,BERG MIDDLE SCHOOL,1900 N 5TH AVE EAST,NEWTON,IA,50208,(641) 792-7741,JASPER COUNTY,Public,7,8
101092,BERNARD ELEMENTARY SCHOOL,867 BERNARD RD,BERNARD,IA,52032,(563) 879-3190,DUBUQUE COUNTY,Public,PK,6
101091,BERTHA GODFREY ELEMENTARY SCHOOL,124 N MAIN,ALGONA,IA,50511,(515) 295-3586,KOSSUTH COUNTY,Public,PK,1
101090,BETTENDORF HIGH SCHOOL,3333 18TH STREET,BETTENDORF,IA,52722,(563) 332-7001,SCOTT COUNTY,Public,9,12
101089,BETTENDORF MIDDLE SCHOOL,2030 MIDDLE ROAD,BETTENDORF,IA,52722,(563) 359-3686,SCOTT COUNTY,Public,6,8
101088,BIRMINGHAM EARLY CHILDHOOD CENTER,PO BOX 125,BIRMINGHAM,IA,52535,(319) 498-4232,VAN BUREN COUNTY,Public,PK,PK
101087,BLACK HAWK ELEMENTARY SCHOOL,1700 DOWNING AVE,WATERLOO,IA,50701,(319) 433-2150,BLACK HAWK COUNTY,Public,KG,5
101086,BLACK HAWK ELEMENTARY SCHOOL,2804 S 14TH ST,BURLINGTON,IA,52601,(319) 753-5300,DES MOINES COUNTY,Public,PK,5
101085,BLOOMER ELEMENTARY SCHOOL,210 S 7TH STREET,COUNCIL BLUFFS,IA,51501,(712) 328-6519,POTTAWATTAMIE COUNTY,Public,PK,5
101084,BLUE GRASS ELEMENTARY SCHOOL,226 SYCAMORE ST,BLUE GRASS,IA,52726,(563) 381-1712,SCOTT COUNTY,Public,PK,5
101083,BLUFF ELEMENTARY SCHOOL,1421 S. BLUFF BLVD.,CLINTON,IA,52732,(563) 242-1606,CLINTON COUNTY,Public,PK,5
101082,BOHUMIL SHIMEK ELEMENTARY SCHOOL,1400 GRISSEL PLACE,IOWA CITY,IA,52245,(319) 688-1160,JOHNSON COUNTY,Public,PK,6
101081,BONDURANT-FARRAR HIGH SCHOOL,300 GARFIELD ST. SW,BONDURANT,IA,50035,(515) 967-3711,POLK COUNTY,Public,9,12
101080,BOONE HIGH SCHOOL,500 7TH ST,BOONE,IA,50036,(515) 433-0890,BOONE COUNTY,Public,9,12
101079,BOONE MIDDLE SCHOOL,1640 1ST ST.,BOONE,IA,50036,(515) 433-0750,BOONE COUNTY,Public,5,8
101078,BOWMAN WOODS ELEMENTARY SCHOOL,151 BOYSON RD NE,CEDAR RAPIDS,IA,52402,(319) 447-3240,LINN COUNTY,Public,PK,5
101077,BOYDEN ELEMENTARY SCHOOL,PO BOX 129,BOYDEN,IA,51234,(712) 725-2381,SIOUX COUNTY,Public,PK,6
101076,BOYDEN-HULL HIGH SCHOOL,PO BOX 678,HULL,IA,51239,(712) 439-2440,SIOUX COUNTY,Public,7,12
101075,BOYER VALLEY ELEMENTARY SCHOOL,212 SCHOOL ST,DOW CITY,IA,51528,(712) 674-3248,CRAWFORD COUNTY,Public,PK,5
101074,BOYER VALLEY MIDDLE/HIGH SCHOOL,1102 IOWA AVE,DUNLAP,IA,51529,(712) 643-2258,HARRISON COUNTY,Public,6,12
101073,BRIDGEVIEW ELEMENTARY SCHOOL,316 S 12TH ST,LECLAIRE,IA,52753,(563) 332-0215,SCOTT COUNTY,Public,PK,6
101072,BRIGGS ELEMENTARY SCHOOL,400 W QUARRY ST,MAQUOKETA,IA,52060,(563) 652-4996,JACKSON COUNTY,Public,3,5
101071,BROADWAY ELEMENTARY SCHOOL,1515 BROADWAY,DENISON,IA,51442,(712) 263-3103,CRAWFORD COUNTY,Public,4,5
101070,BRODY MIDDLE SCHOOL,2501 PARK AVE,DES MOINES,IA,50321,(515) 242-8443,POLK COUNTY,Public,6,8
101069,BRONSON ELEMENTARY SCHOOL,PO BOX 141,BRONSON,IA,51007,(712) 948-3361,WOODBURY COUNTY,Public,PK,6
101068,BROOKLYN-GUERNSEY-MALCOM ELEMENTARY SCHOOL,1090 JACKSON STREET,BROOKLYN,IA,52211,(641) 522-9268,POWESHIEK COUNTY,Public,PK,6
101067,BROOKLYN-GUERNSEY-MALCOM JR-SR HIGH SCHOOL,1090 JACKSON ST,BROOKLYN,IA,52211,(641) 522-7058,POWESHIEK COUNTY,Public,7,12
101066,BROOKVIEW ELEMENTARY,8000 E.P. TRUE PARKWAY,WEST DES MOINES,IA,50266,(515) 987-5166,DALLAS COUNTY,Public,KG,5
101065,BRUBAKER ELEMENTARY SCHOOL,2900 E 42ND STREET,DES MOINES,IA,50317,(515) 242-8405,POLK COUNTY,Public,PK,5
101064,BRYANT ELEMENTARY SCHOOL,821 30TH ST,SIOUX CITY,IA,51104,(712) 279-6819,WOODBURY COUNTY,Public,PK,5
101063,BRYANT ELEMENTARY SCHOOL,121 E NORTH,ALGONA,IA,50511,(515) 295-7773,KOSSUTH COUNTY,Public,2,3
101062,BRYANT ELEMENTARY SCHOOL,1280 RUSH ST,DUBUQUE,IA,52003,(563) 552-3400,DUBUQUE COUNTY,Public,KG,5
101061,BUCHANAN COUNTY SUCCESS CENTER,2349 JAMESTOWN AVE,INDEPENDENCE,IA,50644,(319) 334-7440,BUCHANAN COUNTY,Public,9,12
101060,BUCHANAN ELEMENTARY SCHOOL,4515 FAIRMOUNT,DAVENPORT,IA,52806,(563) 391-1463,SCOTT COUNTY,Public,PK,5
101059,BUFFALO ELEMENTARY SCHOOL,1000 JEFFERSON,BUFFALO,IA,52728,(563) 381-2232,SCOTT COUNTY,Public,PK,5
101058,BUILDING BRIDGES,400 SIVERS RD,GLENWOOD,IA,51534,(712) 527-3034,MILLS COUNTY,Public,9,12
101057,BUNGER MIDDLE SCHOOL,157 S. ROOSEVELT ROAD,EVANSDALE,IA,50707,(319) 433-2550,BLACK HAWK COUNTY,Public,6,8
101056,BURLINGTON ALTERNATIVE HIGH,1910 AGENCY ST.,BURLINGTON,IA,52601,(319) 753-5092,DES MOINES COUNTY,Public,9,12
101055,BURLINGTON COMMUNITY HIGH SCHOOL,421 TERRACE DR,BURLINGTON,IA,52601,(319) 753-2211,DES MOINES COUNTY,Public,9,12
