NCES ID,School Name,School Type,Phone Number,Minimum Grade,Maximum Grade,Zip Code
A0971143, COTTONTAIL CREEK MONTESSORI SCHOOL, Private, (515) 289-1401, KG,KG,50023
190897002011, COWLES ELEMENTARY SCHOOL, Public, (515) 242-7818, PK,8,50311
190822000414, CRESCENT ELEMENTARY SCHOOL, Public, (712) 545-3697, KG,5,51526
192640001502, CRESCENT PARK ELEMENTARY SCHOOL, Public, (712) 279-6825, PK,5,51103
191428002088, CRESCO EARLY CHILDHOOD DEVELOPMENT CENTER, Public, (563) 547-5424, PK,PK,52136
191428000850, CRESCO JUNIOR HIGH SCHOOL, Public, (563) 547-2300,7,8,52136
190831000446, CRESTON EARLY CHILDHOOD CENTER, Public, (641) 782-2724, PK, KG,50801
190831001421, CRESTON ELEMENTARY SCHOOL, Public, (641) 782-1155,1,5,50801
190831000444, CRESTON HIGH SCHOOL, Public, (641) 782-2116,9,12,50801
190831001237, CRESTON MIDDLE SCHOOL, Public, (641) 782-2129,6,8,50801
193093001790, CRESTVIEW ELEMENTARY SCHOOL, Public, (515) 633-5700, PK,6,50325
191428001028, CRESTWOOD ALTERNATIVE SCHOOL, Public, (563) 547-2310,9,12,52136
191428000848, CRESTWOOD ELEMENTARY SCHOOL, Public, (563) 547-2340, PK,6,52136
191428000849, CRESTWOOD HIGH SCHOOL, Public, (563) 547-2764,9,12,52136
190369000778, CROCKER ELEMENTARY SCHOOL, Public, (515) 965-9710, PK,5,50023
193093001791, CROSSROADS PARK ELEMENTARY SCHOOL, Public, (515) 633-5600, KG,6,50266
193048001719, CUNNINGHAM SCHOOL, Public, (319) 433-2600, PK,5,50703
A9103334, DALLAS CENTER CHRISTIAN SCHOOL, Private, (515) 992-3855,1,12,50063
190852000705, DALLAS CENTER ELEMENTARY, Public, (515) 992-3838, KG,5,50063
190852000451, DALLAS CENTER-GRIMES HIGH SCHOOL, Public, (515) 986-9747,9,12,50111
190852000453, DALLAS CENTER-GRIMES MIDDLE SCHOOL, Public, (515) 992-4343,6,8,50063
458423, DANBURY CATHOLIC SCHOOL, Private, (712) 883-2244, PK,6,51019
190855000454, DANVILLE ELEMENTARY SCHOOL, Public, (319) 392-4221, PK,6,52623
190855000455, DANVILLE JUNIOR-SENIOR HIGH SCHOOL, Public, (319) 392-4222,7,12,52623
190861000492, DAVIS COUNTY COMMUNITY HIGH SCHOOL, Public, (641) 664-2200,9,12,52537
190861000059, DAVIS COUNTY ELEMENTARY, Public, (641) 664-2200, PK,4,52537
190861000493, DAVIS COUNTY MIDDLE SCHOOL, Public, (641) 664-2200,5,8,52537
191320000790, DAVIS ELMENTARY SCHOOL, Public, (641) 236-2790,3,4,50112
199901902077, DAYTON CENTER, Public, (515) 547-2314, PK,3,50530
457102, DE SALES SCHOOL, Private, (563) 532-9353, PK,8,52161
190873000501, DECORAH HIGH SCHOOL, Public, (563) 382-3643,9,12,52101
190873000498, DECORAH MIDDLE SCHOOL, Public, (563) 382-8427,5,8,52101
192682001568, DELAWARE ELEMENTARY SCHOOL, Public, (515) 262-3197, PK,5,50317
191854001064, DELHI ELEMENTARY SCHOOL, Public, (563) 922-9411, PK,5,52223
190888000505, DELWOOD ELEMENTARY SCHOOL, Public, (563) 674-4164, PK,6,52037
191107000684, DEMONEY ELEMENTARY SCHOOL, Public, (712) 362-2181, PK,2,51334
190891000915, DENISON ALTERNATIVE HIGH SCHOOL, Public, (712) 265-2349,9,12,51442
190891000511, DENISON ELEMENTARY SCHOOL, Public, (712) 263-3104, PK,3,51442
190891000508, DENISON HIGH SCHOOL, Public, (712) 263-3101,9,12,51442
190891000509, DENISON MIDDLE SCHOOL, Public, (712) 263-9393,6,8,51442
191185000732, DENMARK ELEMENTARY SCHOOL, Public, (319) 528-4337, KG,5,52624
190894000512, DENVER EARLY ELEMENTARY SCHOOL, Public, (319) 984-5611, PK,2,50622
190894000513, DENVER MIDDLE SCHOOL, Public, (319) 984-6041,6,8,50622
190894000514, DENVER SENIOR HIGH SCHOOL, Public, (319) 984-5639,9,12,50622
AA000406, DES MOINES ADVENTIST SCHOOL, Private, (515) 285-7729, KG,9,50321
190897001548, DES MOINES CENTRAL CAMPUS HIGH SCHOOL, Public, (515) 242-7888,7,12,50309
Y0459915, DES MOINES CHRISTIAN SCHOOLS, Private, (515) 252-2490, PK,12,50323
190897002129, DES MOINES PUBLIC CHARTER SCHOOL, Public, (515) 242-7911,7,8,50309
190315000010, DESOTO INTERMEDIATE SCHOOL, Public, (515) 834-2424,3,5,50069
192750000671, DEXTER ELEMENTARY SCHOOL, Public, (515) 789-4480, PK,5,50070
190906000593, DIAGONAL ELEMENTARY SCHOOL, Public, (641) 734-5331, PK,5,50845
190906000594, DIAGONAL JUNIOR-SENIOR HIGH SCHOOL, Public, (641) 734-5331,6,12,50845
190912000595, DIKE ELEMENTARY SCHOOL, Public, (319) 989-2487, PK,6,50624
190912000596, DIKE-NEW HARTFORD HIGH SCHOOL, Public, (319) 989-2485,9,12,50624
190912001207, DIKE-NEW HARTFORD JUNIOR HIGH SCHOOL, Public, (319) 983-2206,7,8,50660
456914, DON BOSCO HIGH SCHOOL, Private, (319) 296-1692,9,12,50634
459289, DOON CHRISTIAN SCHOOL, Private, (712) 726-3404, KG,8,51235
192211001314, DOUMA ELEMENTARY SCHOOL, Public, (641) 684-4668, PK,6,52501
458139, DOWLING CATHOLIC HIGH SCHOOL, Private, (515) 225-3000,9,12,50265
190897000232, DOWNTOWN SCHOOL, Public, (515) 284-5848, KG,6,50309
190945000600, DOWS ELEMENTARY SCHOOL, Public, (515) 852-4162, PK,5,50071
193135001830, DREXLER ELEMENTARY SCHOOL, Public, (563) 744-3885, PK,5,52046
193135000205, DREXLER MIDDLE SCHOOL, Public, (563) 744-3885,6,8,52046
A0501655, DUBUQUE LUTHERAN SCHOOL, Private, (563) 588-0614, KG,5,52002
190948000604, DUBUQUE SENIOR HIGH SCHOOL, Public, (563) 552-5500,9,12,52001
191182000722, DUNCOMBE ELEMENTARY SCHOOL, Public, (515) 574-5623, KG,4,50501
190954000624, DUNKERTON ELEMENTARY, Public, (319) 822-4297, PK,6,50626
190954000625, DUNKERTON HIGH SCHOOL, Public, (319) 822-4296,7,12,50626
190960000629, DURANT ELEMENTARY SCHOOL, Public, (563) 785-4433, PK,4,52747
192760001609, DURANT ELEMENTARY SCHOOL, Public, (563) 578-5400, KG,5,50674
190960000630, DURANT HIGH SCHOOL, Public, (563) 785-4431,9,12,52747
190960000631, DURANT MIDDLE SCHOOL, Public, (563) 785-4433,5,8,52747
193135001828, DYERSVILLE ELEMENTARY /DREXLER FEEDER SCHOOL, Public, (563) 744-3885, PK, KG,52040
190002200632, DYSART-GENESEO ELEMENTARY SCHOOL, Public, (319) 476-7110, PK,5,52224
191668000995, E A KREFT PRIMARY SCHOOL, Public, (712) 366-8367, PK,1,51501
190999001537, EAGLE GROVE ELEMENTARY, Public, (515) 448-3126, PK,4,50533
190999000635, EAGLE GROVE HIGH SCHOOL, Public, (515) 448-5143,9,12,50533
190771001519, EAGLE HEIGHTS ELEMENTARY SCHOOL, Public, (563) 243-4288, KG,5,52732
191005000640, EARLHAM ELEMENTARY SCHOOL, Public, (515) 758-2213, PK,6,50072
191005001956, EARLHAM MIDDLE SCHOOL, Public, (515) 758-2214,7,8,50072
191005000641, EARLHAM SENIOR HIGH SCHOOL, Public, (515) 758-2214,9,12,50072
191854001065, EARLVILLE ELEMENTARY SCHOOL, Public, (563) 923-3225, PK,4,52041
191458001318, EARLY CHILDHOOD CENTER, Public, (319) 334-4780, PK,PK,50644
193099001408, EARLY CHILDHOOD CENTER, Public, (319) 627-2116, PK, KG,52776
190002802124, EARLY CHILDHOOD CENTER, Public, (515) 352-5575, PK,PK,50523
190717000325, EARLY CHILDHOOD LEARNING CENTER, Public, (712) 225-6774, PK,PK,51012
K9301903, EARLY EDUCATION CENTER, Private, (515) 225-8513, PK, KG,50266
193051000299, EASON ELEMENTARY, Public, (515) 987-5200, KG,5,50263
191011000642, EAST BUCHANAN ELEMENTARY SCHOOL, Public, (319) 935-3660, PK,5,50682
191011000643, EAST BUCHANAN HIGH SCHOOL, Public, (319) 935-3367,9,12,50682
191011000644, EAST BUCHANAN MIDDLE SCHOOL, Public, (319) 935-3367,6,8,50682
190339000036, EAST CAMPUS ELEMENTARY SCHOOL, Public, (563) 568-6304,3,6,52172
191013000646, EAST CENTRAL COMMUNITY HIGH SCHOOL, Public, (563) 682-7510,9,12,52064
191013000649, EAST CENTRAL JUNIOR HIGH, Public, (563) 682-7131,7,8,52064
192739001597, EAST EARLY CHILDHOOD CTR, Public, (712) 732-8076, PK, KG,50588
190420000109, EAST ELEMENTARY, Public, (515) 220-4306,4,6,50046
191458000865, EAST ELEMENTARY SCHOOL, Public, (319) 334-7425, KG,2,50644
190369000072, EAST ELEMENTARY SCHOOL, Public, (515) 965-9660, PK,5,50021
192598001473, EAST ELEMENTARY SCHOOL, Public, (712) 324-4337, PK,4,51201
190897000528, EAST HIGH SCHOOL, Public, (515) 242-7788,9,12,50316
193048001714, EAST HIGH SCHOOL, Public, (319) 433-2400,9,12,50703
192640001504, EAST HIGH SCHOOL, Public, (712) 274-4000,9,12,51106
190004001523, EAST MARSHALL COMMUNITY PRE SCHOOL, Public, (641) 498-7491, PK,PK,50106
190004000132, EAST MARSHALL ELEMENTARY SCHOOL, Public, (641) 476-3342, KG,4,50141
190004000121, EAST MARSHALL MIDDLE SCHOOL, Public, (641) 498-7483,5,8,50106
190004000117, EAST MARSHALL SENIOR HIGH SCHOOL, Public, (641) 479-2785,9,12,50142
192640001505, EAST MIDDLE SCHOOL, Public, (712) 274-4030,6,8,51106
191824001046, EAST MILLS HIGH SCHOOL, Public, (712) 624-8645,9,12,51551
192067002086, EAST MILLS MIDDLE SCHOOL, Public, (712) 624-8696,5,8,51540
192514001438, EAST SAC COUNTY ELEMENTARY SAC BUILDING, Public, (712) 662-7200, PK,4,50583
192958001686, EAST SAC COUNTY ELEMENTARY WALL LAKE, Public, (712) 664-2627, PK,4,51466
192958001687, EAST SAC COUNTY HIGH SCHOOL, Public, (712) 664-5001,9,12,51450
192514001511, EAST SAC COUNTY MIDDLE SCHOOL, Public, (712) 662-3259,5,8,50583
191035000661, EAST UNION MIDDLE-HIGH SCHOOL, Public, (641) 347-8421,4,12,50830
191035000659, EAST UNION PRIMARY CENTER, Public, (641) 347-5411, KG,3,50830
191722002092, ECHO HILL ELEMENTARY, Public, (319) 730-3560, PK,5,52302
190495000667, EDDYVILLE ELEMENTARY EDDYVILLE ATTENDANCE CEN, Public, (641) 969-4281, PK,6,52553
190495000151, EDDYVILLE-BLAKESBURG ELE SCHOOL AT BLAKESBURG, Public, (641) 938-2203, PK,5,52536
190495000668, EDDYVILLE-BLAKESBURG JUNIOR - SENIOR HIGH, Public, (641) 969-4288,7,12,52553
191050000669, EDGEWOOD-COLESBURG ELEMENTARY SCHOOL, Public, (563) 856-2415, PK,6,52035
191050000670, EDGEWOOD-COLESBURG HIGH SCHOOL, Public, (563) 928-6412,7,12,52042
193048001715, EDISON ELEMENTARY SCHOOL, Public, (319) 433-2180, PK,5,50701
190822000416, EDISON ELEMENTARY SCHOOL, Public, (712) 328-6516, PK,5,51501
190897000529, EDMUNDS FINE ARTS ACADEMY, Public, (515) 243-1174, PK,5,50314
192034001326, EDUCATION OPTIONS, Public, (641) 394-2144,9,12,50659
192094001252, EDWARD WHITE ELEMENTARY SCHOOL, Public, (563) 285-4544, KG,5,52748
190354000052, EDWARDS ELEMENTARY SCHOOL, Public, (515) 239-3760, KG,5,50010
192211001315, EISENHOWER ELEMENTARY SCHOOL, Public, (641) 684-5617, KG,5,52501
190948000605, EISENHOWER ELEMENTARY SCHOOL, Public, (563) 552-3500, PK,5,52001
190858000462, EISENHOWER ELEMENTARY SCHOOL, Public, (563) 355-2604, KG,5,52803
190681000288, EKSTRAND ELEMENTARY SCHOOL, Public, (563) 659-0750, PK,5,52742
191069001912, ELDORA-NEW PROVIDENCE ELEMENTARY SCHOOL, Public, (641) 939-9350, PK,5,50627
191069002048, ELDORA-NEW PROVIDENCE HIGH SCHOOL, Public, (641) 939-3421,9,12,50627
190948000976, ELEANOR ROOSEVELT MIDDLE SCHOOL, Public, (563) 552-5000,6,8,52002
191470001030, ELIZABETH TATE ALT. HIGH SCHOOL, Public, (319) 688-1080,9,12,52240
191071000673, ELK HORN-KIMBALLTON ELEMENTARY SCHOOL, Public, (712) 764-4616, PK,8,51531
191071000674, ELK HORN-KIMBALLTON HIGH SCHOOL, Public, (712) 764-4606,9,12,51531
193048001560, ELK RUN EARLY CHILDHOOD CENTER, Public, (319) 433-2660, PK,PK,50707
190684000293, ELKADER ELEMENTARY SCHOOL, Public, (563) 245-1472, PK,5,52043
191323000795, ELLIOTT ELEMENTARY SCHOOL, Public, (712) 767-2221, PK,5,51532
191428000851, ELMA ELEMENTARY SCHOOL, Public, (641) 393-2280, PK,5,50628
192640001506, EMERSON ELEMENTARY SCHOOL, Public, (712) 279-6826, PK,5,51103
191869001074, EMERSON ELEMENTARY SCHOOL, Public, (319) 377-0183, PK,3,52302
191464000870, EMERSON ELEMENTARY SCHOOL, Public, (515) 961-9550, PK,5,50125
192061002131, EMERSON HOUGH ELEMENTARY SCHOOL, Public, (641) 792-3982, PK,PK,50208
458456, EMMETSBURG CATHOLIC SCHOOL, Private, (712) 852-3464, KG,8,50536
191095000675, EMMETSBURG HIGH SCHOOL, Public, (712) 852-2966,9,12,50536
191095000676, EMMETSBURG MIDDLE SCHOOL, Public, (712) 852-2892,5,8,50536
191098000680, ENGLISH VALLEYS ELEMENTARY SCHOOL, Public, (319) 664-3638, PK,6,52316
191098000679, ENGLISH VALLEYS JR-SR HIGH SCHOOL, Public, (319) 664-3631,7,12,52316
193135001829, EPWORTH ELEMENTARY SCHOOL, Public, (563) 744-3885, PK,5,52045
191470000885, ERNEST HORN ELEMENTARY SCHOOL, Public, (319) 688-1115, KG,6,52246
190654000237, ERSKINE ELEMENTARY SCHOOL, Public, (319) 558-2364,1,5,52403
192628001606, ESIGOURNEY ACADEMY FOR LEADERSHIP, Public, (641) 622-2010,7,12,52591
A0103396, ESSENTIAL MONTESSORI, Private, (319) 378-3100, PK, KG,52233
191104000682, ESSEX ELEMENTARY SCHOOL, Public, (712) 379-3114, KG,6,51638
191104000683, ESSEX JUNIOR-SENIOR HIGH SCHOOL, Public, (712) 379-3115,7,12,51638
191107000685, ESTHERVILLE LINCOLN CENTRAL HIGH SCHOOL, Public, (712) 362-2659,9,12,51334
191107000686, ESTHERVILLE LINCOLN CENTRAL MIDDLE SCHOOL, Public, (712) 362-2335,5,8,51334
192211001316, EVANS MIDDLE SCHOOL, Public, (641) 684-6511,6,8,52501
192640001507, EVERETT ELEMENTARY SCHOOL, Public, (712) 279-6827, PK,5,51103
191722001005, EXCELSIOR MIDDLE SCHOOL, Public, (319) 447-3130,6,8,52302
191125000691, EXIRA ELEMENTARY SCHOOL, Public, (712) 268-5337, PK,5,50076
191125000692, EXIRA JUNIOR-SENIOR HIGH SCHOOL, Public, (712) 268-5318,6,12,50076
193048002126, EXPO ALTERNATIVE LEARNING CENTER, Public, (319) 433-1930,6,12,50703
191182001980, FAIR OAKS MIDDLE SCHOOL, Public, (515) 574-5691,5,6,50501
192976001693, FAIRBANK ELEMENTARY SCHOOL, Public, (319) 635-2071, PK,6,50629
191134000693, FAIRFIELD HIGH SCHOOL, Public, (641) 472-2059,9,12,52556
191134000694, FAIRFIELD MIDDLE SCHOOL, Public, (641) 472-5019,5,8,52556
193093001792, FAIRMEADOWS ELEMENTARY SCHOOL, Public, (515) 633-6500, KG,6,50265
A0901531, FAIRMOUNT EDUCATION, Private, (515) 266-5065,4,12,50317
190633000217, FAIRVIEW ELEMENTARY SCHOOL, Public, (712) 792-8030, PK,3,51401
191320000791, FAIRVIEW ELEMENTARY SCHOOL, Public, (641) 236-2780, PK,2,50112
192691001577, FAIRVIEW PARK ELEMENTARY SCHOOL, Public, (712) 262-4842, KG,6,51301
A0501656, FAITH BIBLE ACADEMY, Private, (319) 827-3232, KG,12,50648
191152000702, FARRAGUT ELEMENTARY SCHOOL, Public, (712) 385-8131, PK,6,51639
191152000703, FARRAGUT SENIOR HIGH SCHOOL, Public, (712) 385-8131,7,12,51639
191182000723, FEELHAVER ELEMENTARY SCHOOL, Public, (515) 574-5680, PK,4,50501
190354000053, FELLOWS ELEMENTARY SCHOOL, Public, (515) 239-3765, KG,5,50010
190858000463, FILLMORE ELEMENTARY SCHOOL, Public, (563) 391-1740, KG,5,52806
190897000531, FINDLEY ELEMENTARY SCHOOL, Public, (515) 242-8407, PK,5,50313
191872001086, FISHER ELEMENTARY SCHOOL, Public, (641) 754-1030, KG,4,50158
190861000959, FLEX ED HIGH SCHOOL, Public, (641) 664-3358,7,12,52537
191179001281, FOREST CITY ALTERNATIVE SCHOOL, Public, (641) 585-2324,9,12,50436
A9103335, FOREST CITY CHRISTIAN SCHOOL, Private, (641) 585-3233, PK,11,50436
191179000715, FOREST CITY ELEMENTARY SCHOOL, Public, (641) 585-2670, PK,5,50436
191179000716, FOREST CITY HIGH SCHOOL, Public, (641) 585-2324,9,12,50436
191179000717, FOREST CITY MIDDLE SCHOOL, Public, (641) 585-4772,6,8,50436
191182000724, FORT DODGE HIGH SCHOOL, Public, (515) 955-1770,9,12,50501
191185001957, FORT MADISON ALTERNATIVE SCHOOL, Public, (319) 372-8093,9,12,52627
191185000733, FORT MADISON HIGH SCHOOL, Public, (319) 372-1862,9,12,52627
191185000734, FORT MADISON MIDDLE SCHOOL, Public, (319) 372-4687,6,8,52627
192682001569, FOUR MILE ELEMENTARY SCHOOL, Public, (515) 265-1972, KG,5,50327
191869000437, FRANCIS MARION INTERMEDIATE SCHOOL, Public, (319) 373-4766,4,5,52302
190858000464, FRANK L SMART INTERMEDIATE, Public, (563) 323-1837,6,8,52802
191872000372, FRANKLIN ELEMENTARY SCH, Public, (641) 754-1041, PK,4,50158
192013001184, FRANKLIN ELEMENTARY SCHOOL, Public, (563) 263-5040, PK,5,52761
190822000418, FRANKLIN ELEMENTARY SCHOOL, Public, (712) 328-6469, PK,5,51501
190513000159, FRANKLIN ELEMENTARY SCHOOL, Public, (515) 433-0860,2,4,50036
191653000985, FRANKLIN ELEMENTARY SCHOOL, Public, (712) 546-4185, KG,5,51031
190654000239, FRANKLIN MIDDLE SCHOOL, Public, (319) 558-2452,6,8,52402
191197000741, FREDERICKSBURG ELEMENTARY SCHOOL, Public, (563) 237-5364, KG,5,50630
193048000681, FREEBURG EARLY CHILDHOOD, Public, (319) 235-5557, PK,PK,50703
191206000743, FREMONT ELEMENTARY SCHOOL, Public, (641) 933-4211, PK,6,52561
191212000747, FREMONT-MILLS ELEMENTARY SCHOOL, Public, (712) 629-6555, PK,6,51653
191212000745, FREMONT-MILLS MIDDLE AND SENIOR HIGH SCHOOL, Public, (712) 629-2325,7,12,51653
190948000607, FULTON ELEMENTARY SCHOOL, Public, (563) 552-3650, PK,5,52001
190513002056, FUTURES, Public, (515) 433-0885,9,12,50036
191223001959, GALVA-HOLSTEIN ELEMENTARY SCHOOL, Public, (712) 368-4353, PK,2,51025
191223001960, GALVA-HOLSTEIN HIGH SCHOOL, Public, (712) 368-4353,9,12,51025
191223002122, GALVA-HOLSTEIN UPPER ELEMENTARY, Public, (712) 368-4353,3,5,51020
190735000342, GARFIELD ELEMENTARY SCHOOL, Public, (712) 542-4510, PK,4,51632
190675000278, GARFIELD ELEMENTARY SCHOOL, Public, (641) 856-0759, KG,3,52544
190654000240, GARFIELD ELEMENTARY SCHOOL, Public, (319) 558-2169, PK,5,52402
190858000465, GARFIELD ELEMENTARY SCHOOL, Public, (563) 322-1922, KG,5,52803
191233000752, GARNER ELEMENTARY SCHOOL, Public, (641) 923-2831, PK,5,50438
191233000753, GARNER-HAYFIELD HIGH SCHOOL, Public, (641) 923-2632,9,12,50438
191233000754, GARNER-HAYFIELD MIDDLE SCHOOL, Public, (641) 923-2809,6,8,50438
190897000534, GARTON ELEMENTARY, Public, (515) 242-8408, PK,5,50317
190897002128, GATEWAY SECONDARY SCHOOL, Public, (515) 242-7846,6,12,50309
A0701002, GEHLEN CATHOLIC SCHOOLS, Private, (712) 546-4181, KG,12,51031
191248000757, GEORGE ELEMENTARY SCHOOL, Public, (712) 475-3675, PK,4,51237
193048001725, GEORGE WASHINGTON CARVER ACADEMY, Public, (319) 433-2500,6,8,50703
191563000936, GEORGE WASHINGTON ELEMENTARY SCHOOL, Public, (319) 524-1953,1,5,52632
190654000241, GEORGE WASHINGTON HIGH SCHOOL, Public, (319) 558-2161,9,12,52403
190948000620, GEORGE WASHINGTON MIDDLE SCHOOL, Public, (563) 552-4800,6,8,52001
191248001011, GEORGE-LITTLE ROCK MIDDLE SCHOOL, Public, (712) 479-2771,6,8,51243
191248000758, GEORGE-LITTLE ROCK SENIOR HIGH SCHOOL, Public, (712) 475-3311,9,12,51237
190822000419, GERALD W KIRN MIDDLE SCHOOL, Public, (712) 328-6454,6,8,51503
191251000759, GILBERT ELEMENTARY SCHOOL, Public, (515) 232-3744, PK,4,50105
191251000760, GILBERT HIGH SCHOOL, Public, (515) 232-3738,9,12,50105
191251001471, GILBERT MIDDLE SCHOOL, Public, (515) 232-0540,5,8,50105
191260000762, GILMORE CITY ELEMENTARY SCHOOL, Public, (515) 373-6124, KG,5,50541
191266001401, GLADBROOK ELEMENTARY SCHOOL, Public, (641) 473-2875, KG,2,50635
191266001402, GLADBROOK-REINBECK HIGH SCHOOL, Public, (319) 345-2921,9,12,50669
191266002014, GLADBROOK-REINBECK MIDDLE SCHOOL, Public, (641) 473-2842,5,8,50635
191269000766, GLENWOOD MIDDLE SCHOOL, Public, (712) 527-4887,6,8,51534
191269000767, GLENWOOD SENIOR HIGH SCHOOL, Public, (712) 527-4897,9,12,51534
191275000771, GLIDDEN-RALSTON ELEMENTARY SCHOOL, Public, (712) 659-3863, PK,6,51443
191275000772, GLIDDEN-RALSTON JR-SR HIGH SCHOOL, Public, (712) 659-2205,7,12,51443
190006000182, GMG ELEMENTARY SCHOOL, Public, (641) 474-2251, PK,6,50632
190006000179, GMG SECONDARY SCHOOL, Public, (641) 499-2005,7,12,50632
459879, GOOD SHEPHERD LUTHERAN SCHOOL, Private, (319) 393-5656, KG,8,52402
190897000535, GOODRELL MIDDLE SCHOOL, Public, (515) 242-8444,6,8,50317
460002, GOSPEL ASSEMBLY CHRISTIAN ACADEMY, Private, (515) 276-9047, KG,11,50322
459868, GRACE BAPTIST ACADEMY, Private, (319) 377-9448,1,11,52302
191281000775, GRAETTINGER-TERRIL ELEM SCHOOL, Public, (712) 859-3286, PK,2,51342
191281000776, GRAETTINGER-TERRIL HIGH SCHOOL, Public, (712) 859-3286,9,12,51342
199901900777, GRAND ELEMENTARY SCHOOL, Public, (515) 846-6214,4,6,50040
191020000651, GRAND JUNCTION HIGH SCHOOL, Public, (515) 738-5721,6,12,50107
460013, GRANDVIEW PARK BAPTIST SCHOOL, Private, (515) 265-7579, PK,12,50317
190327000019, GRANT CENTER, Public, (641) 932-2161,1,2,52531
192013001186, GRANT ELEMENTARY SCHOOL, Public, (563) 263-7005, PK,5,52761
190654002044, GRANT ELEMENTARY SCHOOL, Public, (319) 558-2020, PK,1,52404
190654000243, GRANT WOOD ELEMENTARY SCHOOL, Public, (319) 558-2467,1,5,52403
190486000144, GRANT WOOD ELEMENTARY SCHOOL, Public, (563) 359-8277, PK,5,52722
191470000886, GRANT WOOD ELEMENTARY SCHOOL, Public, (319) 688-1180, PK,6,52240
A9901897, GREAT RIVER CHRISTIAN SCHOOL, Private, (319) 753-2255, PK,12,52601
191308000784, GREENE ELEMENTARY SCHOOL, Public, (641) 816-5629, PK,4,50636
193054000832, GREENVIEW ALTERNATIVE SCHOOL, Public, (319) 352-9273,9,12,50677
190897000538, GREENWOOD ELEMENTARY SCHOOL, Public, (515) 242-8410, PK,5,50312
191320000793, GRINNELL COMMUNITY MIDDLE SCHOOL, Public, (641) 236-2750,5,8,50112
191320000792, GRINNELL COMMUNITY SENIOR HIGH SCHOOL, Public, (641) 236-2720,9,12,50112
191323000796, GRISWOLD MIDDLE/HIGH SCHOOL, Public, (712) 778-2154,6,12,51535
191329000799, GRUNDY CENTER ELEMENTARY SCHOOL, Public, (319) 825-5461, PK,5,50638
191329000801, GRUNDY CENTER HIGH SCHOOL, Public, (319) 825-5449,9,12,50638
191329000415, GRUNDY CENTER MIDDLE SCHOOL, Public, (319) 825-5464,6,8,50638
190822000421, GUNN ELEMENTARY SCHOOL, Public, (712) 328-6452, PK,5,51503
191332000803, GUTHRIE CENTER ELEMENTARY SCHOOL, Public, (641) 332-2720, PK,6,50115
191332000804, GUTHRIE CENTER HIGH SCHOOL, Public, (641) 332-2236,9,12,50115
191332000805, GUTHRIE CENTER JUNIOR HIGH SCHOOL, Public, (641) 332-2974,7,8,50115
191338001993, H-L-V ELEMENTARY SCHOOL, Public, (319) 647-2161, PK,6,52347
191338000808, H-L-V JUNIOR-SENIOR HIGH SCHOOL, Public, (319) 647-2161,7,12,52347
191344000811, HAMBURG JUNIOR-SENIOR HIGH SCHOOL, Public, (712) 382-2703,7,12,51640
193063000990, HAMILTON REGIONAL HS HIGH SCHOOL, Public, (515) 832-1632,9,12,50595
191347000813, HAMPTON-DUMONT HIGH SCHOOL, Public, (641) 456-4893,9,12,50441
191347000814, HAMPTON-DUMONT MIDDLE SCHOOL, Public, (641) 456-4735,4,8,50441
190897000539, HANAWALT ELEMENTARY, Public, (515) 242-8411, PK,5,50312
191878001102, HARDING ELEMENTARY SCHOOL, Public, (641) 421-4406, PK,4,50401
190654000244, HARDING MIDDLE SCHOOL, Public, (319) 558-2254,6,8,52402
190897000540, HARDING MIDDLE SCHOOL, Public, (515) 242-8445,6,8,50313
191350000826, HARLAN COMM INTERMEDIATE SCHOOL, Public, (712) 755-2725,3,5,51537
191350000825, HARLAN COMM. PRIMARY, Public, (712) 755-5903, PK,2,51537
191350000821, HARLAN COMMUNITY HIGH SCHOOL, Public, (712) 755-3101,9,12,51537
191350000822, HARLAN COMMUNITY MIDDLE SCHOOL, Public, (712) 755-3196,6,8,51537
191989001169, HARLAN ELEMENTARY SCHOOL, Public, (319) 385-7762, KG,5,52641
191353000827, HARMONY ELEMENTARY SCHOOL, Public, (319) 592-3235, PK,6,52620
191353000828, HARMONY JR. SR. HIGH, Public, (319) 592-3192,7,12,52626
191614000966, HARRIS-LAKE PARK ELEMENTARY SCHOOL, Public, (712) 832-3437, PK,5,51347
191614000967, HARRIS-LAKE PARK HIGH SCHOOL, Public, (712) 832-3809,6,12,51347
190858000469, HARRISON ELEMENTARY SCHOOL, Public, (563) 391-3113, KG,5,52806
190654000245, HARRISON ELEMENTARY SCHOOL, Public, (319) 558-2269, PK,5,52405
190858001881, HARRY S TRUMAN SCHOOL, Public, (563) 386-6450, PK,5,52806
190627000216, HARTFORD UPPER ELEMENTAR, Public, (515) 989-0316,4,5,50047
191366001962, HARTLEY-MELVIN-SANBORN ELEMENTARY SCHOOL, Public, (712) 928-2020, PK,4,51346
191366001963, HARTLEY-MELVIN-SANBORN HIGH SCHOOL, Public, (712) 928-3406,9,12,51346
191366002065, HARTLEY-MELVIN-SANBORN MIDDLE SCHOOL, Public, (712) 930-3281,5,8,51248
A9901898, HARVEST BAPTIST SCHOOL, Private, (515) 955-3074, PK,12,50501
193129001819, HAWARDEN ELEMENTARY SCHOOL, Public, (712) 551-1454, PK,5,51023
190000601231, HAWKEYE ELEMENTARY SCHOOL, Public, (563) 427-3216,1,2,52147
191563000930, HAWTHORNE ELEMENTARY SCHOOL, Public, (319) 524-3503, PK,5,52632
