NCES ID,Formatted NCES ID,NCES School Name,Street Address,Town,State,Zip,Phone,County,Type,Min_Grade,Max_Grade,
191878001102,191878001102, HARDING ELEMENTARY SCHOOL, 1239 N RHODE ISLAND AVE, MASON CITY, IA,50401, (641) 421-4406,CERRO GORDO COUNTY COUNTY, Public, PK,4,
191878001103,191878001103, HOOVER ELEMENTARY SCHOOL, 1123 8TH ST. NW, MASON CITY, IA,50401, (641) 421-4408,CERRO GORDO COUNTY COUNTY, Public, PK,4,
191878001104,191878001104, JEFFERSON ELEMENTARY SCHOOL, 1421 4TH ST. SE, MASON CITY, IA,50401, (641) 421-4411,CERRO GORDO COUNTY COUNTY, Public, PK,4,
191878001105,191878001105, JOHN ADAMS MIDDLE SCHOOL, 29 S ILLINOIS AVE, MASON CITY, IA,50401, (641) 421-4420,CERRO GORDO COUNTY COUNTY, Public,7,8,
191878002115,191878002115, LINCOLN INTERMEDIATE, 1625 S. PENNSYLVANIA AVE, MASON CITY, IA,50401, (641) 421-4423,CERRO GORDO COUNTY COUNTY, Public,5,6,
191878001107,191878001107, MASON CITY HIGH SCHOOL, 1700 4TH ST. SE, MASON CITY, IA,50401, (641) 421-4431,CERRO GORDO COUNTY COUNTY, Public,9,12,
191878001109,191878001109, ROOSEVELT ELEMENTARY SCHOOL, 313 15TH ST. SE, MASON CITY, IA,50401, (641) 421-4415,CERRO GORDO COUNTY COUNTY, Public, PK,4,
457066,00457066, NEWMAN CATHOLIC SCHOOL, 2445 19TH ST SW, MASON CITY, IA,50401, (641) 423-6939,CERRO GORDO COUNTY, Private, PK,12,
A9103331,A9103331, NORTH IOWA CHRISTIAN SCHOOL, 811 N KENTUCKY AVE, MASON CITY, IA,50401, (641) 423-6440,CERRO GORDO COUNTY, Private, KG,12,
190468001436,190468001436, BELMOND-KLEMME ALTERNATIVE SCHOOL, 411 10TH AVE NE, BELMOND, IA,50421, (641) 444-4300,WRIGHT COUNTY COUNTY, Public,9,12,
190468000130,190468000130, BELMOND-KLEMME COMMUNITY JR-SR HIGH SCHOOL, 411 10TH AVE NE, BELMOND, IA,50421, (641) 444-4300,WRIGHT COUNTY COUNTY, Public,7,12,
190468002090,190468002090, BELMOND-KLEMME ELEMENTARY, 1004 SEVENTH STREET NE, BELMOND, IA,50421, (641) 444-4300,WRIGHT COUNTY COUNTY, Public, PK,6,
190543000171,190543000171, WEST HANCOCK ELEMENTARY SCHOOL, PO BOX 128, BRITT, IA,50423, (641) 843-3833,HANCOCK COUNTY COUNTY, Public, PK,4,
190543000172,190543000172, WEST HANCOCK HIGH SCHOOL, PO BOX  278, BRITT, IA,50423, (641) 843-3863,HANCOCK COUNTY COUNTY, Public,9,12,
190575000176,190575000176, NORTH IOWA ELEM BUFFALO CENTER, 111 3RD AVE NW, BUFFALO CENTER, IA,50424, (641) 562-2525,WINNEBAGO COUNTY COUNTY, Public, PK,5,
190575000177,190575000177, NORTH IOWA HIGH SCHOOL, 111 3RD AVE NW, BUFFALO CENTER, IA,50424, (641) 562-2525,WINNEBAGO COUNTY COUNTY, Public,9,12,
190575001620,190575001620, NORTH IOWA MIDDLE SCHOOL, 111 3RD AVE NW, BUFFALO CENTER, IA,50424, (641) 562-2525,WINNEBAGO COUNTY COUNTY, Public,6,8,
190762000362,190762000362, CLEAR CREEK ELEMENTARY SCHOOL, 901 S 14TH ST, CLEAR LAKE, IA,50428, (641) 357-5288,CERRO GORDO COUNTY COUNTY, Public, PK,5,
190762000363,190762000363, CLEAR LAKE HIGH SCHOOL, 125 N 20TH ST, CLEAR LAKE, IA,50428, (641) 357-5235,CERRO GORDO COUNTY COUNTY, Public,9,12,
190762000364,190762000364, CLEAR LAKE MIDDLE SCHOOL SCHOOL, 1601 3RD AVE NORTH, CLEAR LAKE, IA,50428, (641) 357-6114,CERRO GORDO COUNTY COUNTY, Public,6,8,
190819000407,190819000407, CORWITH-WESLEY HIGH SCHOOL, PO BOX  220, CORWITH, IA,50430, (515) 583-2304,HANCOCK COUNTY COUNTY, Public,7,12,
193189001859,193189001859, WODEN-CRYSTAL LAKE ELEMENTARY SCHOOL, PO BOX 130, CRYSTAL LAKE, IA,50432, (641) 565-3211,HANCOCK COUNTY COUNTY, Public, PK,2,
193189001860,193189001860, WODEN-CRYSTAL LAKE- TITONKA HIGH SCHOOL, BOX 130, CRYSTAL LAKE, IA,50432, (641) 565-3211,HANCOCK COUNTY COUNTY, Public,9,12,
191179001281,191179001281, FOREST CITY ALTERNATIVE SCHOOL, 810 W K ST, FOREST CITY, IA,50436, (641) 585-2324,WINNEBAGO COUNTY COUNTY, Public,9,12,
191179000715,191179000715, FOREST CITY ELEMENTARY SCHOOL, 1405 W I ST, FOREST CITY, IA,50436, (641) 585-2670,WINNEBAGO COUNTY COUNTY, Public, PK,5,
191179000716,191179000716, FOREST CITY HIGH SCHOOL, 206 W SCHOOL ST, FOREST CITY, IA,50436, (641) 585-2324,WINNEBAGO COUNTY COUNTY, Public,9,12,
191179000717,191179000717, FOREST CITY MIDDLE SCHOOL, 216 W SCHOOL ST, FOREST CITY, IA,50436, (641) 585-4772,WINNEBAGO COUNTY COUNTY, Public,6,8,
A9103335,A9103335, FOREST CITY CHRISTIAN SCHOOL, 305 WALNUT ST, FOREST CITY, IA,50436, (641) 585-3233,WINNEBAGO COUNTY, Private, PK,11,
191233000752,191233000752, GARNER ELEMENTARY SCHOOL, PO BOX  449, GARNER, IA,50438, (641) 923-2831,HANCOCK COUNTY COUNTY, Public, PK,5,
191233000753,191233000753, GARNER-HAYFIELD HIGH SCHOOL, PO BOX  449, GARNER, IA,50438, (641) 923-2632,HANCOCK COUNTY COUNTY, Public,9,12,
191233000754,191233000754, GARNER-HAYFIELD MIDDLE SCHOOL, PO BOX  449, GARNER, IA,50438, (641) 923-2809,HANCOCK COUNTY COUNTY, Public,6,8,
191347000813,191347000813, HAMPTON-DUMONT HIGH SCHOOL, PO BOX  336, HAMPTON, IA,50441, (641) 456-4893,FRANKLIN COUNTY COUNTY, Public,9,12,
191347000814,191347000814, HAMPTON-DUMONT MIDDLE SCHOOL, 601 12TH AVE NE, HAMPTON, IA,50441, (641) 456-4735,FRANKLIN COUNTY COUNTY, Public,4,8,
191347000817,191347000817, NORTH SIDE ELEMENTARY SCHOOL, 114 11TH PLACE NE, HAMPTON, IA,50441, (641) 456-4481,FRANKLIN COUNTY COUNTY, Public, PK, PK,
191347000819,191347000819, SOUTH SIDE ELEMENTARY SCHOOL, PO BOX  336, HAMPTON, IA,50441, (641) 456-2261,FRANKLIN COUNTY COUNTY, Public, KG,3,
190543000928,190543000928, WEST HANCOCK MIDDLE SCHOOL, PO BOX  130, KANAWHA, IA,50447, (641) 762-3261,HANCOCK COUNTY COUNTY, Public,5,8,
459653,00459653, KANAWHA CHRISTIAN SCHOOL, 470 E 5TH ST, KANAWHA, IA,50447, (641) 762-3322,HANCOCK COUNTY, Private, KG,7,
191611000963,191611000963, LAKE MILLS ELEMENTARY SCHOOL, 102 S 4TH AVE E, LAKE MILLS, IA,50450, (641) 592-1882,WINNEBAGO COUNTY COUNTY, Public, KG,5,
191611000964,191611000964, LAKE MILLS MIDDLE SCHOOL, 102 S 4TH AVE E, LAKE MILLS, IA,50450, (641) 592-0894,WINNEBAGO COUNTY COUNTY, Public,6,8,
191611000965,191611000965, LAKE MILLS SENIOR HIGH SCHOOL, 102 S 4TH AVE E, LAKE MILLS, IA,50450, (641) 592-0893,WINNEBAGO COUNTY COUNTY, Public,9,12,
190597000201,190597000201, CAL COMMUNITY HIGH SCHOOL, PO BOX  459, LATIMER, IA,50452, (641) 579-6086,FRANKLIN COUNTY COUNTY, Public,7,12,
190597000203,190597000203, CAL ELEMENTARY SCHOOL, PO BOX  459, LATIMER, IA,50452, (641) 579-6085,FRANKLIN COUNTY COUNTY, Public, PK,6,
AA001391,AA001391, ST PAUL LUTHERAN SCHOOL, PO BOX 609, LATIMER, IA,50452, (641) 579-6046,FRANKLIN COUNTY, Private, KG,8,
192076001238,192076001238, CENTRAL SPRINGS ELEM. MANLY CAMPUS, P.O. BOX 190, MANLY, IA,50456, (641) 454-3283,WORTH COUNTY COUNTY, Public, PK,4,
192076001239,192076001239, CENTRAL SPRINGS HIGH SCHOOL, P.O. BOX 190, MANLY, IA,50456, (641) 454-2208,WORTH COUNTY COUNTY, Public,9,12,
192073001235,192073001235, NORA SPRINGS ELEMENTARY SCHOOL, PO BOX 367, NORA SPRINGS, IA,50458, (641) 749-5302,FLOYD COUNTY COUNTY, Public, PK,4,
192073001236,192073001236, NORA SPRINGS-ROCK FALLS MIDDLE SCHOOL, PO BOX 367, NORA SPRINGS, IA,50458, (641) 749-5301,FLOYD COUNTY COUNTY, Public,5,8,
192121001270,192121001270, NORTHWOOD-KENSETT ELEMENTARY, P.O. BOX 289, NORTHWOOD, IA,50459, (641) 324-1127,WORTH COUNTY COUNTY, Public, KG,6,
192121001271,192121001271, NORTHWOOD-KENSETT JR-SR HIGH SCHOOL, PO BOX 289, NORTHWOOD, IA,50459, (641) 324-2142,WORTH COUNTY COUNTY, Public,7,12,
192184001301,192184001301, LINCOLN ELEMENTARY SCHOOL, 515 CHASE, OSAGE, IA,50461, (641) 732-5856,MITCHELL COUNTY COUNTY, Public, PK,4,
192184001302,192184001302, OSAGE HIGH SCHOOL, 820 SAWYER, OSAGE, IA,50461, (641) 732-3102,MITCHELL COUNTY COUNTY, Public,9,12,
192184001303,192184001303, OSAGE MIDDLE SCHOOL, 820 SAWYER, OSAGE, IA,50461, (641) 732-3127,MITCHELL COUNTY COUNTY, Public,5,8,
457099,00457099, SACRED HEART ELEMENTARY SCHOOL, 218 S 12TH ST, OSAGE, IA,50461, (641) 732-5221,MITCHELL COUNTY, Private, KG,6,
AA890381,AA890381, PLYMOUTH ROAD CHRISTIAN ACADEMY, PO BOX 47, PLYMOUTH, IA,50464, (641) 296-5940,CERRO GORDO COUNTY, Private,1,12,
192415001409,192415001409, RICEVILLE ELEMENTARY SCHOOL, 912 WOODLAND AVE, RICEVILLE, IA,50466, (641) 985-2288,HOWARD COUNTY COUNTY, Public, KG,5,
192415001410,192415001410, RICEVILLE HIGH SCHOOL, 912 WOODLAND AVE, RICEVILLE, IA,50466, (641) 985-2288,HOWARD COUNTY COUNTY, Public,6,12,
192496001431,192496001431, ROCKFORD JUNIOR-SENIOR ROCKFORD SENIOR HIGH, PO BOX  218, ROCKFORD, IA,50468, (641) 756-3813,FLOYD COUNTY COUNTY, Public,7,12,
192496001430,192496001430, RRMR ELEMENTARY SCHOOL, PO BOX  218, ROCKFORD, IA,50468, (641) 756-3508,FLOYD COUNTY COUNTY, Public, PK,6,
192475002101,192475002101, WEST  FORK MIDDLE SCHOOL, PO BOX 60, ROCKWELL, IA,50469, (641) 822-3234,CERRO GORDO COUNTY COUNTY, Public,5,8,
192475001419,192475001419, WEST FORK ELEMENTARY ELEMENTARY SCHOOL, PO BOX  60, ROCKWELL, IA,50469, (641) 822-3233,CERRO GORDO COUNTY COUNTY, Public, PK,4,
192520001441,192520001441, ST ANSGAR ELEMENTARY SCHOOL, PO BOX  369, ST ANSGAR, IA,50472, (641) 713-2331,MITCHELL COUNTY COUNTY, Public, PK,5,
192520001442,192520001442, ST ANSGAR HIGH SCHOOL, P.O. BOX 398, ST. ANSGAR, IA,50472, (641) 713-4720,MITCHELL COUNTY COUNTY, Public,9,12,
192520001440,192520001440, ST. ANSGAR MIDDLE SCHOOL, P.O. BOX 398, ST. ANSGAR, IA,50472, (641) 713-4040,MITCHELL COUNTY COUNTY, Public,6,8,
459303,00459303, SCARVILLE LUTHERAN SCHOOL, 411 LOGAN ST, SCARVILLE, IA,50473, (641) 568-3372,WINNEBAGO COUNTY, Private,2,8,
192592001467,192592001467, WEST FORK  ELEMENTARY SHEFFIELD, P.O.BOX 617, SHEFFIELD, IA,50475, (641) 892-4159,FRANKLIN COUNTY COUNTY, Public, PK,3,
192592001468,192592001468, WEST FORK HIGH SCHOOL, P.O.BOX 617, SHEFFIELD, IA,50475, (641) 892-4461,FRANKLIN COUNTY COUNTY, Public,9,12,
192790001624,192790001624, TITONKA ELEMENTARY SCHOOL, BOX 287, TITONKA, IA,50480, (515) 928-2717,KOSSUTH COUNTY COUNTY, Public, PK,4,
192790001625,192790001625, TITONKA MIDDLE SCHOOL, BOX 287, TITONKA, IA,50480, (515) 928-2720,KOSSUTH COUNTY COUNTY, Public,5,8,
192910001673,192910001673, VENTURA ELEMENTARY SCHOOL, BOX 18, VENTURA, IA,50482, (641) 829-4482,CERRO GORDO COUNTY COUNTY, Public, KG,5,
192910001674,192910001674, VENTURA JR-SR HIGH SCHOOL, BOX 18, VENTURA, IA,50482, (641) 829-4484,CERRO GORDO COUNTY COUNTY, Public,6,12,
191182000720,191182000720, BUTLER ELEMENTARY SCHOOL, 945 SOUTH 18TH STREET, FORT DODGE, IA,50501, (515) 574-5882,WEBSTER COUNTY COUNTY, Public, PK,4,
191182000721,191182000721, COOPER ELEMENTARY SCHOOL, 2420 14TH AVENUE NORTH, FORT DODGE, IA,50501, (515) 574-5602,WEBSTER COUNTY COUNTY, Public, PK,4,
191182000722,191182000722, DUNCOMBE ELEMENTARY SCHOOL, 615 N 16TH ST, FORT DODGE, IA,50501, (515) 574-5623,WEBSTER COUNTY COUNTY, Public, KG,4,
191182001980,191182001980, FAIR OAKS MIDDLE SCHOOL, 416 SOUTH 10TH STREET, FORT DODGE, IA,50501, (515) 574-5691,WEBSTER COUNTY COUNTY, Public,5,6,
191182000723,191182000723, FEELHAVER ELEMENTARY SCHOOL, 1300 14TH AVE N, FORT DODGE, IA,50501, (515) 574-5680,WEBSTER COUNTY COUNTY, Public, PK,4,
191182000724,191182000724, FORT DODGE HIGH SCHOOL, 819 N 25TH ST, FORT DODGE, IA,50501, (515) 955-1770,WEBSTER COUNTY COUNTY, Public,9,12,
191182000727,191182000727, HILLCREST ELEMENTARY SCHOOL, 712 3RD ST NW, FORT DODGE, IA,50501, (515) 574-5613,WEBSTER COUNTY COUNTY, Public, PK,4,
191182001979,191182001979, PHILLIPS MIDDLE SCHOOL, 1015 5TH AVE N, FORT DODGE, IA,50501, (515) 574-5711,WEBSTER COUNTY COUNTY, Public,7,8,
191182000730,191182000730, RIVERSIDE ELEMENTARY SCHOOL, 733 F ST, FORT DODGE, IA,50501, (515) 955-8817,WEBSTER COUNTY COUNTY, Public, PK,4,
1610514,01610514, COMMUNITY CHRISTIAN SCHOOL, 3058 10TH AVE N, FORT DODGE, IA,50501, (515) 573-3011,WEBSTER COUNTY, Private, PK,8,
A9901898,A9901898, HARVEST BAPTIST SCHOOL, 614 2ND AVE S, FORT DODGE, IA,50501, (515) 955-3074,WEBSTER COUNTY, Private, PK,12,
458514,00458514, ST EDMOND CATHOLIC MIDDLE/HIGH SCHOOL, 501 N 22ND ST, FORT DODGE, IA,50501, (515) 955-5850,WEBSTER COUNTY, Private, PK,12,
A0501664,A0501664, ST EDMOND ELEMENTARY, 2321 6TH AVE N, FORT DODGE, IA,50501, (515) 576-5182,WEBSTER COUNTY, Private, PK,8,
459074,00459074, ST PAUL LUTHERAN SCHOOL, 1217 4TH AVE S, FORT DODGE, IA,50501, (515) 955-7208,WEBSTER COUNTY, Private, PK,8,
190003101300,190003101300, ALBERT CITY-TRUESDALE ELEMENTARY SCHOOL, BOX 98, ALBERT CITY, IA,50510, (712) 843-5416,BUENA VISTA COUNTY COUNTY, Public, PK,6,
190336000030,190336000030, ALGONA HIGH SCHOOL, 600 S HALE, ALGONA, IA,50511, (515) 295-7207,KOSSUTH COUNTY COUNTY, Public,9,12,
190336000031,190336000031, BERTHA GODFREY ELEMENTARY SCHOOL, 124 N MAIN, ALGONA, IA,50511, (515) 295-3586,KOSSUTH COUNTY COUNTY, Public, PK,1,
190336000032,190336000032, BRYANT ELEMENTARY SCHOOL, 121 E NORTH, ALGONA, IA,50511, (515) 295-7773,KOSSUTH COUNTY COUNTY, Public,2,3,
190336000033,190336000033, LUCIA WALLACE ELEMENTARY SCHOOL, 729 E KENNEDY, ALGONA, IA,50511, (515) 295-7296,KOSSUTH COUNTY COUNTY, Public,4,5,
190336000034,190336000034, OTTO B LAING MIDDLE SCHOOL, 213 S HARLAN, ALGONA, IA,50511, (515) 295-9447,KOSSUTH COUNTY COUNTY, Public,6,8,
458955,00458955, BISHOP GARRIGAN HIGH SCHOOL, 1224 N MCCOY ST, ALGONA, IA,50511, (515) 295-3521,KOSSUTH COUNTY, Private,9,12,
458944,00458944, SETON GRADE SCHOOL, 808 E LUCAS ST, ALGONA, IA,50511, (515) 295-3509,KOSSUTH COUNTY, Private, PK,8,
190385001899,190385001899, ARMSTRONG-RINGSTED MS/HIGH SCHOOL, PO BOX  75, ARMSTRONG, IA,50514, (712) 868-3542,EMMET COUNTY COUNTY, Public,5,12,
458911,00458911, ST JOHN THE BAPTIST SCHOOL, PO BOX 258, BANCROFT, IA,50517, (515) 885-2580,KOSSUTH COUNTY, Private, PK,6,
191833001052,191833001052, MANSON NORTHWEST WEBSTER ELEMENTARY SCHOOL-BARNUM, P.O. BOX 169, BARNUM, IA,50518, (515) 542-3211,WEBSTER COUNTY COUNTY, Public, PK,6,
192820001645,192820001645, TWIN RIVER VALLEY HIGH SCHOOL, PO BOX  153, BODE, IA,50519, (515) 379-1526,HUMBOLDT COUNTY COUNTY, Public,9,12,
192820001644,192820001644, TWIN RIVERS ELEMENTARY SCHOOL, PO BOX  153, BODE, IA,50519, (515) 379-1309,HUMBOLDT COUNTY COUNTY, Public, PK,3,
199901901259,199901901259, IOWA CENTRAL CHARTER HIGH SCHOOL, PO BOX 49, BURNSIDE, IA,50521, (515) 359-2235,WEBSTER COUNTY COUNTY, Public,9,12,
199901902076,199901902076, SOUTHEAST WEBSTER JUNIOR HIGH, PO BOX  49, BURNSIDE, IA,50521, (515) 359-2235,WEBSTER COUNTY COUNTY, Public,7,8,
199901902075,199901902075, SOUTHEAST WEBSTER-GRAND HIGH SCHOOL, PO BOX  49, BURNSIDE, IA,50521, (515) 359-2235,WEBSTER COUNTY COUNTY, Public,9,12,
190002802124,190002802124, EARLY CHILDHOOD CENTER, 621 THOMAS STREET, CALLENDER, IA,50523, (515) 352-5575,WEBSTER COUNTY COUNTY, Public, PK, PK,
190738000346,190738000346, CLARION ELEMENTARY SCHOOL, 319 3RD AVE NE, CLARION, IA,50525, (515) 532-2873,WRIGHT COUNTY COUNTY, Public, PK,5,
190738000347,190738000347, CLARION-GOLDFIELD HS, 1111 WILLOW DR, CLARION, IA,50525, (515) 532-2895,WRIGHT COUNTY COUNTY, Public,9,12,
190738000348,190738000348, CLARION-GOLDFIELD MS, 300 3RD AVE NE, CLARION, IA,50525, (515) 532-2412,WRIGHT COUNTY COUNTY, Public,6,8,
191437000858,191437000858, CLYDE D MEASE ELEMENTARY SCHOOL, BOX 130, DAKOTA CITY, IA,50529, (515) 332-3578,HUMBOLDT COUNTY COUNTY, Public, PK,1,
199901902077,199901902077, DAYTON CENTER, BOX 26, DAYTON, IA,50530, (515) 547-2314,WEBSTER COUNTY COUNTY, Public, PK,3,
190999001537,190999001537, EAGLE GROVE ELEMENTARY, 425 NORTH FORT, EAGLE GROVE, IA,50533, (515) 448-3126,WRIGHT COUNTY COUNTY, Public, PK,4,
190999000635,190999000635, EAGLE GROVE HIGH SCHOOL, 415 NW 2ND STREET, EAGLE GROVE, IA,50533, (515) 448-5143,WRIGHT COUNTY COUNTY, Public,9,12,
190999000636,190999000636, ROBERT BLUE SCHOOL, 1015 NW 2ND ST, EAGLE GROVE, IA,50533, (515) 448-4767,WRIGHT COUNTY COUNTY, Public,5,8,
192538002121,192538002121, SCHALLER-CRESTLAND M.S. RIDGE VIEW MIDDLE SCHOOL, PO BOX 377, EARLY, IA,50535, (712) 273-5192,SAC COUNTY COUNTY, Public,6,8,
191095000675,191095000675, EMMETSBURG HIGH SCHOOL, 205 KING ST, EMMETSBURG, IA,50536, (712) 852-2966,PALO ALTO COUNTY COUNTY, Public,9,12,
191095000676,191095000676, EMMETSBURG MIDDLE SCHOOL, 205 KING STREET, EMMETSBURG, IA,50536, (712) 852-2892,PALO ALTO COUNTY COUNTY, Public,5,8,
191095000678,191095000678, WEST ELEMENTARY SCHOOL, 602 CALL ST, EMMETSBURG, IA,50536, (712) 852-4485,PALO ALTO COUNTY COUNTY, Public, PK,4,
458456,00458456, EMMETSBURG CATHOLIC SCHOOL, 1903 BROADWAY ST, EMMETSBURG, IA,50536, (712) 852-3464,PALO ALTO COUNTY, Private, KG,8,
190002801381,190002801381, PRAIRIE VALLEY ELEMENTARY SCHOOL, 3116 ZEARING AVE, FARNHAMVILLE, IA,50538, (515) 467-5700,CALHOUN COUNTY COUNTY, Public, PK,6,
192556001459,192556001459, N.S.K. MIDDLE SCHOOL SCHOOL, BOX 109, FENTON, IA,50539, (515) 889-2261,KOSSUTH COUNTY COUNTY, Public,6,8,
192556001458,192556001458, SENTRAL ELEMENTARY ELEMENTARY SCHOOL, BOX 109, FENTON, IA,50539, (515) 889-2261,KOSSUTH COUNTY COUNTY, Public, PK,5,
191260000762,191260000762, GILMORE CITY ELEMENTARY SCHOOL, 402 SE E AVE, GILMORE CITY, IA,50541, (515) 373-6124,HUMBOLDT COUNTY COUNTY, Public, KG,5,
191260000210,191260000210, TWIN RIVER VALLEY MIDDLE SCHOOL, 402 SE E AVE, GILMORE CITY, IA,50541, (515) 373-6124,HUMBOLDT COUNTY COUNTY, Public,6,8,
190002801382,190002801382, PRAIRIE VALLEY HIGH SCHOOL, P.O. BOX 49, GOWRIE, IA,50543, (515) 352-3142,WEBSTER COUNTY COUNTY, Public,7,12,
191437000859,191437000859, HUMBOLDT HIGH SCHOOL, 1500 WILDCAT RD, HUMBOLDT, IA,50548, (515) 332-1430,HUMBOLDT COUNTY COUNTY, Public,9,12,
191437000860,191437000860, HUMBOLDT MIDDLE SCHOOL, 210 7TH STREET NORTH, HUMBOLDT, IA,50548, (515) 332-2812,HUMBOLDT COUNTY COUNTY, Public,6,8,
191437000861,191437000861, TAFT ELEMENTARY SCHOOL, 612 2ND AVE NORTH, HUMBOLDT, IA,50548, (515) 332-3216,HUMBOLDT COUNTY COUNTY, Public,2,5,
458536,00458536, ST MARY'S ELEMENTARY SCHOOL, 303 3RD AVE N, HUMBOLDT, IA,50548, (515) 332-2134,HUMBOLDT COUNTY, Private, PK,6,
191642000977,191642000977, LAURENS-MARATHON ELEMENTARY SCHOOL, 300 W GARFIELD, LAURENS, IA,50554, (712) 841-5000,POCAHONTAS COUNTY COUNTY, Public, PK,5,
191642000978,191642000978, LAURENS-MARATHON HIGH SCHOOL, 300 W GARFIELD, LAURENS, IA,50554, (712) 841-5000,POCAHONTAS COUNTY COUNTY, Public,9,12,
191642000979,191642000979, LAURENS-MARATHON MIDDLE SCHOOL, 300 W GARFIELD, LAURENS, IA,50554, (712) 841-5000,POCAHONTAS COUNTY COUNTY, Public,6,8,
191788001026,191788001026, LUVERNE ELEMENTARY SCHOOL, PO BOX  69, LUVERNE, IA,50560, (515) 882-3357,KOSSUTH COUNTY COUNTY, Public, PK,6,
193072001042,193072001042, MALLARD ELEMENTARY SCHOOL, PO BOX 326, MALLARD, IA,50562, (712) 425-3452,PALO ALTO COUNTY COUNTY, Public, KG,5,
191833001053,191833001053, MANSON NORTHWEST WEBSTER JUNIOR HIGH/HIGH SCHOOL, 1601 15TH ST, MANSON, IA,50563, (712) 469-2245,CALHOUN COUNTY COUNTY, Public,7,12,
192058001218,192058001218, NEWELL-FONDA HIGH SCHOOL, P.O. BOX 297, NEWELL, IA,50568, (712) 272-3324,BUENA VISTA COUNTY COUNTY, Public,9,12,
192058001217,192058001217, NEWELL-FONDA LOWER ELEMENTARY, 205 CLARK ST, NEWELL, IA,50568, (712) 272-3324,BUENA VISTA COUNTY COUNTY, Public, PK,3,
192058000713,192058000713, NEWELL-FONDA MIDDLE SCH., PO BOX 297, NEWELL, IA,50568, (712) 272-3324,BUENA VISTA COUNTY COUNTY, Public,6,8,
192058000712,192058000712, NEWELL-FONDA UPPER ELEM. ELEMENTARY, PO BOX 297, NEWELL, IA,50568, (712) 272-3324,BUENA VISTA COUNTY COUNTY, Public,4,5,
192319001372,192319001372, POCAHONTAS AREA ELEMENTARY SCHOOL, 202 1ST AVE SW, POCAHONTAS, IA,50574, (712) 335-4642,POCAHONTAS COUNTY COUNTY, Public, PK,6,
192319001373,192319001373, POCAHONTAS AREA HIGH SCHOOL, 205 2ND AVE NW, POCAHONTAS, IA,50574, (712) 335-4848,POCAHONTAS COUNTY COUNTY, Public,9,12,
192319000377,192319000377, POCAHONTAS AREA REGIONAL LEARNING CENTER, 202 1ST AVE SW, POCAHONTAS, IA,50574, (712) 335-5971,POCAHONTAS COUNTY COUNTY, Public,9,12,
458547,00458547, POCAHONTAS CATHOLIC SCHOOL, 305 SW 3RD ST, POCAHONTAS, IA,50574, (712) 335-3603,POCAHONTAS COUNTY, Private, KG,5,
192322001375,192322001375, POMEROY ELEMENTARY SCHOOL, 202 E HARRISON ST, POMEROY, IA,50575, (712) 468-2268,CALHOUN COUNTY COUNTY, Public, PK,8,
190385001901,190385001901, ARMSTRONG-RINGSTED ELEMENTARY SCHOOL, PO BOX  218, RINGSTED, IA,50578, (712) 866-0191,EMMET COUNTY COUNTY, Public, PK,4,
192472001417,192472001417, ROCKWELL CITY ELEMENTARY SCHOOL, 330 BROWER STREET, ROCKWELL CITY, IA,50579, (712) 297-8621,CALHOUN COUNTY COUNTY, Public, PK,6,
192472001418,192472001418, ROCKWELL CITY-LYTTON HIGH SCHOOL, 1000 TONAWANDA AVE, ROCKWELL CITY, IA,50579, (712) 297-8111,CALHOUN COUNTY COUNTY, Public,7,12,
192514001438,192514001438, EAST SAC COUNTY ELEMENTARY SAC BUILDING, 400 S 16TH ST, SAC CITY, IA,50583, (712) 662-7200,SAC COUNTY COUNTY, Public, PK,4,
192514001511,192514001511, EAST SAC COUNTY MIDDLE SCHOOL, 300 S. 11TH, SAC CITY, IA,50583, (712) 662-3259,SAC COUNTY COUNTY, Public,5,8,
190002301541,190002301541, SIOUX CENTRAL ELEMENTARY SCHOOL, 4440 U.S. HWY 71, SIOUX RAPIDS, IA,50585, (712) 283-2571,BUENA VISTA COUNTY COUNTY, Public, PK,5,
190002301896,190002301896, SIOUX CENTRAL HIGH, 4440 U.S. HWY 71, SIOUX RAPIDS, IA,50585, (712) 283-2571,BUENA VISTA COUNTY COUNTY, Public,9,12,
190002300835,190002300835, SIOUX CENTRAL MIDDLE SCHOOL, 4440 U.S. HWY 71, SIOUX RAPIDS, IA,50585, (712) 283-2571,BUENA VISTA COUNTY COUNTY, Public,6,8,
192739001597,192739001597, EAST EARLY CHILDHOOD CTR, 930 E 5TH, STORM LAKE, IA,50588, (712) 732-8076,BUENA VISTA COUNTY COUNTY, Public, PK, KG,
192739000847,192739000847, ST LAKE/IA CNTRL/BUENA VISTA EARLY COLLEGE HS, 621 TORNADO DR, STORM LAKE, IA,50588, (712) 732-8065,BUENA VISTA COUNTY COUNTY, Public,9,12,
192739002107,192739002107, STORM LAKE ELEMENTARY, P.O. BOX 638, STORM LAKE, IA,50588, (712) 732-8074,BUENA VISTA COUNTY COUNTY, Public, PK,4,
192739001601,192739001601, STORM LAKE HIGH SCHOOL, 621 TORNADO DR, STORM LAKE, IA,50588, (712) 732-8065,BUENA VISTA COUNTY COUNTY, Public,9,12,
192739001600,192739001600, STORM LAKE MIDDLE SCHOOL, 1811 HYLAND DRIVE, STORM LAKE, IA,50588, (712) 732-8080,BUENA VISTA COUNTY COUNTY, Public,5,8,
